ticket-id,issue,category,expected_resolution
TKT-TEST-10125,Adobe Acrobat Reader karyawan tidak bisa membuka file PDF tertentu yang dikirim klien,Software,"Update Adobe Acrobat ke versi terbaru; coba buka dengan browser (Chrome/Edge built-in PDF reader); jika file korup, minta pengirim kirim ulang"
TKT-TEST-10126,Aplikasi attendance mobile di smartphone karyawan tidak bisa capture lokasi GPS saat clock-in,Software,Pastikan izin lokasi aplikasi diaktifkan di pengaturan HP; aktifkan High Accuracy GPS; cek apakah gedung kantor ada di daftar lokasi yang didaftarkan
TKT-TEST-10127,Software AutoCAD karyawan Engineering menampilkan pesan lisensi kedaluwarsa padahal lisensi baru sudah dibeli,Software,Reaktivasi lisensi AutoCAD di account manager Autodesk; masukkan serial number baru; restart aplikasi dan verifikasi status lisensi
TKT-TEST-10128,Karyawan tidak bisa export data dari sistem ke format Excel karena tombol export tidak muncul,Software,Cek apakah browser mengizinkan download file; coba browser berbeda; pastikan versi aplikasi terbaru; laporkan ke vendor jika bug
TKT-TEST-10129,Aplikasi WhatsApp Business di tablet resepsionist tidak bisa menerima pesan masuk sejak 2 hari lalu,Software,Restart aplikasi dan tablet; pastikan koneksi internet stabil; cek apakah nomor WhatsApp masih aktif; re-login jika perlu
TKT-TEST-10130,Teams meeting recording tidak tersimpan ke SharePoint meski setting sudah dikonfigurasi dengan benar,Software,Verifikasi kebijakan Teams meeting policy di Teams Admin Center; pastikan karyawan memiliki lisensi yang mendukung recording; cek storage SharePoint
TKT-TEST-10131,Karyawan tidak bisa menggunakan fitur macro di Excel karena diblokir oleh group policy,Software,"Verifikasi apakah karyawan benar-benar membutuhkan macro untuk keperluan bisnis; jika ya, tambahkan pengecualian di GPO dengan persetujuan manajemen"
TKT-TEST-10132,Software desain SketchUp tidak bisa dibuka setelah karyawan upgrade Windows ke versi terbaru,Software,Cek kompatibilitas SketchUp dengan versi Windows terbaru di website Trimble; update SketchUp atau install versi yang kompatibel
TKT-TEST-10133,Karyawan tidak bisa mengakses sistem e-learning perusahaan karena Flash Player sudah tidak didukung browser,Software,"Sistem e-learning perlu dimigrasi dari Flash ke HTML5; sementara, arahkan vendor e-learning untuk update platform; gunakan browser lama jika tersedia"
TKT-TEST-10134,Aplikasi custom HR buatan internal menampilkan error 500 setelah server OS di-upgrade,Software,Koordinasikan dengan tim Developer internal; cek compatibility library antara aplikasi dan OS baru; rollback OS jika aplikasi kritis
TKT-TEST-10135,Karyawan tidak bisa membuka lampiran email berformat .msg di Outlook karena tidak ada shortcut yang benar,Software,Buat shortcut manual untuk membuka file .msg langsung di Outlook melalui File > Open & Export; konfirmasi file association sudah benar
TKT-TEST-10136,Software akuntansi pihak ketiga tidak bisa terhubung ke database setelah migrasi server database,Software,Update connection string di konfigurasi software akuntansi dengan IP/hostname server database baru; uji koneksi dari aplikasi
TKT-TEST-10137,Lisensi software legal untuk aplikasi desain grafis dipertanyakan karyawan IT Audit,Software,Audit lisensi di software management tool; sediakan dokumentasi pembelian; nonaktifkan instalasi ilegal jika ditemukan
TKT-TEST-10138,Karyawan tidak bisa join Google Meet dari laptop kantor karena diblokir kebijakan perusahaan,Software,"Verifikasi apakah Google Meet diizinkan di kebijakan IT; jika diizinkan, tambahkan ke whitelist firewall/proxy; jika tidak, arahkan ke Teams"
TKT-TEST-10139,Fitur co-authoring di SharePoint/OneDrive tidak bekerja dengan benar saat beberapa orang edit bersamaan,Software,Pastikan semua pengguna menggunakan versi Office terbaru; cek setting co-authoring di SharePoint admin; disable/enable versioning jika diperlukan
TKT-TEST-10140,Software ERP lokal tidak bisa diakses dari laptop dengan resolusi monitor 4K,Software,Cek setting DPI scaling di Windows; sesuaikan compatibility setting aplikasi untuk scaling; koordinasikan dengan vendor ERP untuk support resolusi tinggi
TKT-TEST-10141,Karyawan tidak bisa menggunakan fitur spell check Bahasa Indonesia di Microsoft Word,Software,Download dan install language pack Bahasa Indonesia dari Microsoft; set proofing language di Word Options; aktifkan spell check untuk Indonesian
TKT-TEST-10142,Browser Chrome di laptop karyawan selalu menampilkan pop-up iklan yang mencurigakan,Software,Scan malware menggunakan antivirus; cek dan hapus ekstensi mencurigakan di Chrome; reset browser settings ke default; scan dengan Malwarebytes
TKT-TEST-10143,"Aplikasi desktop Outlook tidak sinkron dengan kalender Teams, jadwal berbeda di dua platform",Software,Pastikan Outlook dan Teams menggunakan akun yang sama; periksa add-in Teams di Outlook sudah aktif; repair instalasi Office jika perlu
TKT-TEST-10144,Software HRIS karyawan HR tidak bisa generate laporan tertentu karena fitur dikunci di level user,Software,Koordinasikan dengan HRIS admin untuk enable fitur laporan tersebut; verifikasi apakah karyawan memiliki role yang memadai di sistem HRIS
TKT-TEST-10145,Karyawan tidak bisa update aplikasi dari Microsoft Store karena akun diblokir dari Store,Software,"Cek Group Policy yang mengatur akses Microsoft Store; jika karyawan perlu update aplikasi tertentu, deploy update melalui Intune/SCCM"
TKT-TEST-10146,Notepad++ karyawan hilang dari laptop setelah remote wipe sebagian dilakukan oleh IT,Software,Re-deploy Notepad++ melalui software management tool; investigasi mengapa aplikasi terhapus dalam remote wipe yang seharusnya selektif
TKT-TEST-10147,Software database management pgAdmin tidak bisa konek ke PostgreSQL server production,Software,Verifikasi hostname dan port di pgAdmin; pastikan IP klien tidak diblokir di pg_hba.conf; gunakan akun dengan privilege yang sesuai
TKT-TEST-10148,Karyawan tidak bisa akses sistem ticketing helpdesk di browser Firefox karena aplikasi hanya support Chrome,Software,Arahkan karyawan untuk gunakan Chrome atau Edge; laporkan limitasi browser ke tim pengembang untuk pertimbangan kompatibilitas lintas browser
TKT-TEST-10149,Fitur print to PDF di Windows tidak muncul di daftar printer padahal sebelumnya ada,Software,Re-install fitur Microsoft Print to PDF melalui Windows Features (Turn Windows features on or off); restart setelah instalasi
TKT-TEST-10150,Aplikasi rekam meeting (Loom/Camtasia) karyawan tidak bisa merekam suara sistem (system audio),Software,Cek izin audio di Windows Privacy Settings; install virtual audio cable jika aplikasi tidak support direct system audio capture
TKT-TEST-10151,Karyawan melaporkan mesin fotokopi di lantai 2 rusak dan meminta IT memperbaikinya,Other,Mesin fotokopi bukan aset IT; arahkan karyawan ke General Affairs atau vendor maintenance yang bertanggung jawab atas mesin fotokopi
TKT-TEST-10152,Karyawan meminta IT untuk bantu setup dispenser air minum baru di ruang kerja,Other,Pemasangan dispenser bukan tanggung jawab IT; arahkan ke tim General Affairs atau Office Manager
TKT-TEST-10153,Karyawan bertanya kepada IT tentang prosedur klaim asuransi kesehatan BPJS,Other,Prosedur klaim BPJS bukan domain IT; arahkan karyawan ke divisi HR atau tim Benefit & Compensation
TKT-TEST-10154,Karyawan minta IT atur jadwal cleaning service untuk ruangan server room,Other,"Koordinasi cleaning service bukan tugas IT; untuk server room, arahkan ke GA dengan catatan bahwa cleaning harus didampingi IT saat dilaksanakan"
TKT-TEST-10155,Karyawan meminta bantuan IT untuk cetak spanduk ulang tahun perusahaan,Other,Cetak spanduk bukan layanan IT; arahkan ke bagian Marketing/Komunikasi atau GA yang mengelola materi promosi fisik
TKT-TEST-10156,Karyawan meminta bantuan IT untuk mengisi formulir asuransi kendaraan dinas,Other,Pengisian formulir asuransi kendaraan bukan domain IT; arahkan ke bagian General Affairs atau Procurement yang mengelola kendaraan dinas
TKT-TEST-10157,Karyawan menanyakan kepada IT apakah cuti bersama Lebaran sudah dikonfirmasi HRD,Other,Informasi cuti bersama bukan kewenangan IT; arahkan ke divisi HR atau cek pengumuman resmi di papan informasi/intranet HR
TKT-TEST-10158,Karyawan melaporkan tanaman hias di depan meja kerjanya sudah mati dan minta IT bantu ganti,Other,Perawatan tanaman kantor bukan tanggung jawab IT; arahkan ke General Affairs yang mengelola dekorasi dan fasilitas kantor
TKT-TEST-10159,Karyawan meminta IT untuk bantu mencetak undangan pernikahan menggunakan printer kantor,Other,Printer kantor untuk keperluan dinas; untuk keperluan pribadi tidak diperkenankan; arahkan karyawan ke percetakan umum di luar kantor
TKT-TEST-10160,Karyawan meminta nomor kontak vendor catering untuk keperluan pesanan makan siang tim,Other,Kontak vendor catering dikelola oleh GA; arahkan karyawan ke General Affairs untuk informasi vendor catering yang bekerja sama dengan perusahaan
TKT-TEST-10161,Karyawan meminta IT membantu mengajukan klaim reimburse perjalanan dinas,Other,Klaim reimburse perjalanan dinas diproses oleh Finance/Accounting; arahkan karyawan ke tim tersebut dengan formulir yang sesuai
TKT-TEST-10162,Karyawan menanyakan ke IT apakah ada lowongan pekerjaan di divisi lain dalam perusahaan,Other,Informasi lowongan internal adalah domain HR/Talent Acquisition; arahkan karyawan ke portal karir internal atau divisi HR
TKT-TEST-10163,Karyawan meminta bantuan IT untuk memasang televisi baru di ruang istirahat karyawan,Other,Pemasangan televisi dan perangkat hiburan bukan tanggung jawab IT; arahkan ke General Affairs
TKT-TEST-10164,Karyawan meminta tolong IT buatkan sertifikat penghargaan untuk acara internal departemen,Other,Pembuatan sertifikat penghargaan bukan layanan IT; arahkan ke sekretaris departemen atau tim acara yang mengelola event tersebut
TKT-TEST-10165,Karyawan meminta IT mengirimkan paket dokumen ke kantor cabang menggunakan jasa kurir,Other,Pengiriman dokumen dan paket dikelola oleh GA atau tim ekspedisi; arahkan karyawan ke departemen yang sesuai
TKT-TEST-10166,Karyawan meminta IT memfasilitasi peminjaman proyektor portable untuk acara luar kantor (offsite),Other,"Peminjaman peralatan untuk acara offsite dikoordinasikan oleh GA; jika proyektor adalah aset IT, arahkan tetap ke GA untuk proses peminjaman resmi"
TKT-TEST-10167,Karyawan meminta bantuan IT untuk mengurus perpanjangan SIM kendaraan dinas,Other,Perpanjangan dokumen kendaraan dinas bukan domain IT; arahkan ke bagian General Affairs atau pool kendaraan
TKT-TEST-10168,Karyawan mengeluhkan suhu AC di ruangannya terlalu dingin dan meminta IT menyesuaikan,Other,Pengaturan suhu AC adalah tanggung jawab GA atau Building Management; arahkan karyawan untuk lapor ke GA atau hubungi ekstensi building management
TKT-TEST-10169,Karyawan meminta IT bantu reservasi hotel untuk perjalanan dinas bulan depan,Other,Reservasi perjalanan dinas dikelola oleh GA atau tim Travel Management; arahkan karyawan ke bagian tersebut atau gunakan sistem travel booking internal
TKT-TEST-10170,Karyawan meminta IT untuk membantu membuat proposal bisnis internal,Other,Pembuatan proposal bisnis bukan layanan IT; IT hanya menyediakan tools seperti Office; konten proposal adalah tanggung jawab karyawan atau departemen terkait
TKT-TEST-10171,Karyawan melaporkan bahwa kunci loker pribadinya hilang dan meminta bantuan IT,Other,Kunci loker pribadi dikelola oleh GA atau Security; arahkan karyawan untuk lapor ke GA untuk bantuan penggantian kunci
TKT-TEST-10172,Karyawan meminta IT membuatkan kartu nama digital dengan template perusahaan,Other,Pembuatan kartu nama (fisik atau digital) menggunakan template resmi dikoordinasikan oleh Marketing atau GA; arahkan ke departemen tersebut
TKT-TEST-10173,Karyawan menanyakan IT apakah ada subsidi pembelian laptop pribadi dari perusahaan,Other,Program subsidi laptop pribadi (jika ada) dikelola oleh HR atau Compensation & Benefits; arahkan karyawan ke HR untuk informasi program tersebut
TKT-TEST-10174,Karyawan IT sendiri meminta bantuan rekan untuk mengurus klaim pengobatan pribadinya,Other,Klaim pengobatan pribadi diproses melalui HR/C&B; bantu arahkan ke departemen yang tepat dan gunakan sistem klaim yang berlaku
TKT-TEST-10175,Karyawan meminta IT bantu install aplikasi non-kerja di laptop kantor untuk keperluan pribadi,Other,Kebijakan perusahaan tidak mengizinkan instalasi aplikasi tidak berkaitan pekerjaan di perangkat kantor; tolak dengan sopan dan jelaskan kebijakan tersebut
TKT-TEST-10176,Karyawan meminta IT membuat grup WhatsApp arisan kantor,Other,Pembuatan grup WhatsApp pribadi bukan tanggung jawab IT; karyawan dapat membuat sendiri menggunakan nomor pribadi masing-masing
TKT-TEST-10177,Karyawan meminta IT untuk mengkalibrasi timbangan di laboratorium quality control,Other,Kalibrasi timbangan adalah tanggung jawab tim QC atau vendor kalibrasi yang ditunjuk; arahkan ke supervisor QC untuk menghubungi vendor kalibrasi
TKT-TEST-10178,Karyawan meminta bantuan IT untuk mencetak dokumen dalam jumlah banyak (lebih dari 500 lembar) untuk keperluan rapat besar,Other,"Untuk cetak massal, arahkan ke bagian GA atau vendor percetakan yang bekerja sama perusahaan agar tidak membebani printer kantor"
TKT-TEST-10179,Karyawan menanyakan kepada IT tentang jadwal dan prosedur medical check-up tahunan karyawan,Other,Medical check-up dikoordinasikan oleh HR atau tim Health & Safety; arahkan karyawan ke HR untuk jadwal dan prosedur yang berlaku
TKT-TEST-10180,Karyawan meminta IT untuk memfasilitasi penggantian seragam kerja yang sudah rusak,Other,Penggantian seragam kerja dikelola oleh HR atau General Affairs; arahkan karyawan ke departemen tersebut dengan membawa seragam lama untuk proses penggantian
