ticket-id,issue,category,expected_resolution
TKT-164,Karyawan tidak bisa akses portal e-learning karena akun belum aktif,Access,Periksa status akun di AD dan Azure AD; assign lisensi yang sesuai jika belum ada
TKT-165,Karyawan tidak bisa akses sistem HRIS karena lupa password,Access,Arahkan ke self-service portal untuk reset mandiri; jika gagal verifikasi identitas dan reset manual via AD
TKT-166,Karyawan tidak bisa akses aplikasi keuangan karena perangkat baru belum terdaftar,Access,Daftarkan perangkat baru ke MDM; install sertifikat yang diperlukan untuk akses jaringan
TKT-167,Reset password SAP gagal karena sesi terkunci otomatis,Access,Update nomor HP dan email alternatif di profil Microsoft 365 untuk pemulihan akun
TKT-168,Reset password aplikasi keuangan gagal karena belum onboarding resmi,Access,Periksa status akun di AD dan Azure AD; assign lisensi yang sesuai jika belum ada
TKT-169,Token MFA tidak berfungsi setelah lupa password,Access,Verifikasi NIK karyawan dan status di HRIS; lakukan unlock akun via Active Directory
TKT-170,Reset password jaringan Wi-Fi gagal karena belum di-provisioning,Access,Update nomor HP dan email alternatif di profil Microsoft 365 untuk pemulihan akun
TKT-171,Login sistem absensi ditolak meskipun akun expired,Access,Verifikasi dan perbarui tanggal expired akun di AD; koordinasikan dengan HR untuk data kontrak terbaru
TKT-172,Karyawan tidak bisa akses portal ITSM karena koneksi internet tidak stabil,Access,Revoke token MFA yang lama; daftarkan ulang Microsoft Authenticator setelah verifikasi identitas
TKT-173,Hak akses karyawan ke portal e-learning perlu diperbarui karena password tidak memenuhi policy baru,Access,Verifikasi dan perbarui tanggal expired akun di AD; koordinasikan dengan HR untuk data kontrak terbaru
TKT-174,Karyawan tidak bisa akses sistem ERP dari perangkat baru karena koneksi internet tidak stabil,Access,Eskalasi ke tim IT Security jika ada indikasi kompromi akun; investigasi log akses sebelum re-aktifasi
TKT-175,Login aplikasi mobile ditolak meskipun akun dinonaktifkan otomatis karena tidak aktif 90 hari,Access,Daftarkan perangkat baru ke MDM; install sertifikat yang diperlukan untuk akses jaringan
TKT-176,VPN GlobalProtect tidak terdeteksi saat meeting video conference,Network,Periksa routing dan ACL firewall; pastikan traffic ke destination tidak diblokir policy
TKT-177,Jaringan area parkir mengalami timeout,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-178,VPN GlobalProtect putus-putus saat upload file besar,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-179,Koneksi internet tidak stabil di server room,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-180,DNS tidak bisa resolve aplikasi web internal,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-181,VPN GlobalProtect sangat lambat saat upload file besar,Network,Verifikasi konfigurasi VPN dan status gateway; force reconnect dari dashboard Palo Alto jika perlu
TKT-182,Koneksi internet tidak stabil di ruang meeting A,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-183,Jaringan lantai 3 mengalami sangat lambat,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-184,Koneksi internet sangat lambat di server room,Network,Periksa routing dan ACL firewall; pastikan traffic ke destination tidak diblokir policy
TKT-185,Koneksi kabel LAN packet loss tinggi setelah perubahan konfigurasi,Network,Analisis utilisasi bandwidth pada waktu bermasalah; implementasi QoS untuk traffic prioritas tinggi
TKT-186,Koneksi jaringan tidak stabil di lantai 3,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-187,Jaringan area produksi mengalami putus-putus,Network,Periksa status DNS server internal; flush cache dan test nslookup ke destination yang bermasalah
TKT-188,Koneksi internet sangat lambat di area lobby,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-189,DNS tidak bisa resolve sistem ERP,Network,Periksa kapasitas access point di lokasi; lakukan rebalancing client antar AP jika perlu
TKT-190,Jaringan area parkir mengalami tidak terdeteksi,Network,Periksa routing dan ACL firewall; pastikan traffic ke destination tidak diblokir policy
TKT-191,Karyawan tidak bisa akses sistem ERP dari server room,Network,Periksa kapasitas access point di lokasi; lakukan rebalancing client antar AP jika perlu
TKT-192,Koneksi ke NTP server tidak terdeteksi,Network,Periksa kapasitas access point di lokasi; lakukan rebalancing client antar AP jika perlu
TKT-193,Jaringan lantai 5 mengalami tidak stabil,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-194,Karyawan tidak bisa akses aplikasi web internal dari ruang meeting B,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-195,VPN GlobalProtect tidak terdeteksi saat meeting video conference,Network,Periksa routing dan ACL firewall; pastikan traffic ke destination tidak diblokir policy
TKT-196,Jaringan lantai 5 mengalami tidak bisa diakses,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-197,VPN GlobalProtect tidak terdeteksi saat WFH,Network,Lakukan speed test dari beberapa titik; identifikasi bottleneck dan escalasi ke tim Network
TKT-198,Jaringan area parkir mengalami putus-putus,Network,Analisis utilisasi bandwidth pada waktu bermasalah; implementasi QoS untuk traffic prioritas tinggi
TKT-199,Koneksi jaringan timeout di gudang,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-200,Jaringan gudang mengalami sangat lambat,Network,Periksa kapasitas access point di lokasi; lakukan rebalancing client antar AP jika perlu
TKT-201,VPN IPSec putus-putus saat jam kerja sibuk,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-202,Jaringan kantin mengalami putus-putus,Network,Periksa routing dan ACL firewall; pastikan traffic ke destination tidak diblokir policy
TKT-203,Bandwidth lantai 3 tidak stabil pada pagi hari,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-204,Firewall memblokir akses ke DNS server,Network,Periksa kapasitas access point di lokasi; lakukan rebalancing client antar AP jika perlu
TKT-205,Firewall memblokir akses ke NTP server,Network,Lakukan speed test dari beberapa titik; identifikasi bottleneck dan escalasi ke tim Network
TKT-206,Jaringan gudang mengalami tidak bisa diakses,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-207,Koneksi jaringan latency tinggi di server room,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-208,Koneksi internet tidak stabil di area parkir,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-209,DNS tidak bisa resolve NTP server,Network,Analisis utilisasi bandwidth pada waktu bermasalah; implementasi QoS untuk traffic prioritas tinggi
TKT-210,DNS tidak bisa resolve sistem ERP,Network,Analisis utilisasi bandwidth pada waktu bermasalah; implementasi QoS untuk traffic prioritas tinggi
TKT-211,DNS tidak bisa resolve sistem monitoring,Network,Verifikasi konfigurasi VPN dan status gateway; force reconnect dari dashboard Palo Alto jika perlu
TKT-212,Koneksi kabel LAN timeout setelah perubahan konfigurasi,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-213,DNS tidak bisa resolve portal intranet,Network,Lakukan speed test dari beberapa titik; identifikasi bottleneck dan escalasi ke tim Network
TKT-214,Jaringan kantin mengalami tidak terdeteksi,Network,Periksa status DNS server internal; flush cache dan test nslookup ke destination yang bermasalah
TKT-215,Koneksi ke cloud storage latency tinggi,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-216,Bandwidth area produksi tidak bisa diakses pada jam sibuk,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-217,Koneksi jaringan timeout di ruang meeting B,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-218,Bandwidth area produksi packet loss tinggi pada pagi hari,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-219,Koneksi internet sangat lambat di gudang,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-220,Koneksi jaringan latency tinggi di gudang,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-221,VPN GlobalProtect putus-putus saat akses dari luar negeri,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-222,Jaringan area parkir mengalami sangat lambat,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-223,Jaringan area produksi mengalami timeout,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-224,Karyawan tidak bisa akses sistem ERP dari gudang,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-225,Koneksi internet sangat lambat di gudang,Network,Analisis utilisasi bandwidth pada waktu bermasalah; implementasi QoS untuk traffic prioritas tinggi
TKT-226,VPN IPSec sangat lambat saat meeting video conference,Network,Periksa status DNS server internal; flush cache dan test nslookup ke destination yang bermasalah
TKT-227,Bandwidth lantai 4 tidak bisa diakses pada jam sibuk,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-228,Jaringan kantin mengalami putus-putus,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-229,DNS tidak bisa resolve server database,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-230,Karyawan tidak bisa akses server email dari lantai 3,Network,Periksa kapasitas access point di lokasi; lakukan rebalancing client antar AP jika perlu
TKT-231,Koneksi Wi-Fi latency tinggi setelah perubahan konfigurasi,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-232,VPN GlobalProtect packet loss tinggi saat akses dari kantor cabang,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-233,Koneksi jaringan putus-putus di area produksi,Network,Periksa status DNS server internal; flush cache dan test nslookup ke destination yang bermasalah
TKT-234,DNS tidak bisa resolve server backup,Network,Periksa routing dan ACL firewall; pastikan traffic ke destination tidak diblokir policy
TKT-235,Firewall memblokir akses ke server file,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-236,Koneksi ke server backup tidak bisa diakses,Network,Verifikasi konfigurasi VPN dan status gateway; force reconnect dari dashboard Palo Alto jika perlu
TKT-237,Koneksi jaringan tidak bisa diakses di kantin,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-238,DNS tidak bisa resolve aplikasi web internal,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-239,Koneksi internet sangat lambat di kantin,Network,Periksa kapasitas access point di lokasi; lakukan rebalancing client antar AP jika perlu
TKT-240,Koneksi kabel LAN putus-putus setelah upgrade switch,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-241,Karyawan tidak bisa akses portal vendor dari area lobby,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-242,Koneksi ke DNS server tidak stabil,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-243,Jaringan ruang meeting B mengalami tidak terdeteksi,Network,Verifikasi konfigurasi VPN dan status gateway; force reconnect dari dashboard Palo Alto jika perlu
TKT-244,DNS tidak bisa resolve portal vendor,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-245,Koneksi internet tidak stabil di ruang meeting A,Network,Periksa status DNS server internal; flush cache dan test nslookup ke destination yang bermasalah
TKT-246,DNS tidak bisa resolve server database,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-247,DNS tidak bisa resolve portal vendor,Network,Verifikasi konfigurasi VPN dan status gateway; force reconnect dari dashboard Palo Alto jika perlu
TKT-248,Firewall memblokir akses ke NTP server,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-249,Karyawan tidak bisa akses server backup dari lantai 4,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-250,Koneksi internet sangat lambat di area produksi,Network,Periksa kapasitas access point di lokasi; lakukan rebalancing client antar AP jika perlu
TKT-251,Karyawan tidak bisa akses server database dari area lobby,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-252,Koneksi internet sangat lambat di lantai 2,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-253,VPN GlobalProtect tidak stabil saat akses dari luar negeri,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-254,Koneksi internet tidak stabil di area parkir,Network,Periksa status DNS server internal; flush cache dan test nslookup ke destination yang bermasalah
TKT-255,VPN IPSec tidak terdeteksi saat akses dari kantor cabang,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-256,Koneksi jaringan packet loss tinggi di ruang meeting B,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-257,VPN GlobalProtect tidak bisa diakses saat meeting video conference,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-258,Koneksi kabel LAN tidak terdeteksi setelah upgrade switch,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-259,Karyawan tidak bisa akses DNS server dari lantai 4,Network,Analisis utilisasi bandwidth pada waktu bermasalah; implementasi QoS untuk traffic prioritas tinggi
TKT-260,Koneksi kabel LAN sangat lambat setelah upgrade switch,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-261,Bandwidth area parkir sangat lambat pada pagi hari,Network,Lakukan speed test dari beberapa titik; identifikasi bottleneck dan escalasi ke tim Network
TKT-262,Koneksi kabel LAN packet loss tinggi setelah upgrade switch,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-263,DNS tidak bisa resolve portal intranet,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-264,Karyawan tidak bisa akses server backup dari lantai 3,Network,Verifikasi konfigurasi VPN dan status gateway; force reconnect dari dashboard Palo Alto jika perlu
TKT-265,Karyawan tidak bisa akses portal vendor dari lantai 3,Network,Periksa kapasitas access point di lokasi; lakukan rebalancing client antar AP jika perlu
TKT-266,Jaringan kantor cabang mengalami packet loss tinggi,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-267,Bandwidth kantor cabang sangat lambat pada pagi hari,Network,Verifikasi konfigurasi VPN dan status gateway; force reconnect dari dashboard Palo Alto jika perlu
TKT-268,VPN GlobalProtect putus-putus saat akses dari luar negeri,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-269,VPN GlobalProtect tidak bisa diakses saat jam kerja sibuk,Network,Lakukan speed test dari beberapa titik; identifikasi bottleneck dan escalasi ke tim Network
TKT-270,Bandwidth ruang meeting B tidak stabil pada jam sibuk,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-271,Koneksi ke server email tidak terdeteksi,Network,Periksa routing dan ACL firewall; pastikan traffic ke destination tidak diblokir policy
TKT-272,Firewall memblokir akses ke sistem ERP,Network,Periksa kapasitas access point di lokasi; lakukan rebalancing client antar AP jika perlu
TKT-273,Jaringan lantai 3 mengalami tidak bisa diakses,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-274,Karyawan tidak bisa akses NTP server dari lantai 2,Network,Periksa kapasitas access point di lokasi; lakukan rebalancing client antar AP jika perlu
TKT-275,Karyawan tidak bisa akses portal intranet dari server room,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-276,Firewall memblokir akses ke server database,Network,Analisis utilisasi bandwidth pada waktu bermasalah; implementasi QoS untuk traffic prioritas tinggi
TKT-277,Koneksi ke server database sangat lambat,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-278,DNS tidak bisa resolve server email,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-279,Koneksi jaringan sangat lambat di area produksi,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-280,Karyawan tidak bisa akses aplikasi web internal dari ruang meeting A,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-281,Karyawan tidak bisa akses server file dari lantai 4,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-282,VPN IPSec putus-putus saat akses dari kantor cabang,Network,Lakukan speed test dari beberapa titik; identifikasi bottleneck dan escalasi ke tim Network
TKT-283,Karyawan tidak bisa akses sistem monitoring dari ruang meeting A,Network,Lakukan speed test dari beberapa titik; identifikasi bottleneck dan escalasi ke tim Network
TKT-284,Karyawan tidak bisa akses server database dari ruang meeting A,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-285,Koneksi kabel LAN timeout setelah upgrade switch,Network,Periksa status DNS server internal; flush cache dan test nslookup ke destination yang bermasalah
TKT-286,Koneksi jaringan packet loss tinggi di gudang,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-287,Jaringan area produksi mengalami sangat lambat,Network,Lakukan speed test dari beberapa titik; identifikasi bottleneck dan escalasi ke tim Network
TKT-288,VPN IPSec tidak terdeteksi saat WFH,Network,Lakukan speed test dari beberapa titik; identifikasi bottleneck dan escalasi ke tim Network
TKT-289,Firewall memblokir akses ke server email,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-290,Jaringan lantai 5 mengalami sangat lambat,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-291,Koneksi kabel LAN timeout setelah perubahan konfigurasi,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-292,Koneksi kabel LAN packet loss tinggi setelah upgrade switch,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-293,VPN GlobalProtect tidak stabil saat WFH,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-294,Karyawan tidak bisa akses repository kode dari area parkir,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-295,Bandwidth gudang tidak bisa diakses pada jam sibuk,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-296,Firewall memblokir akses ke repository kode,Network,Verifikasi konfigurasi VPN dan status gateway; force reconnect dari dashboard Palo Alto jika perlu
TKT-297,Karyawan tidak bisa akses cloud storage dari kantin,Network,Verifikasi konfigurasi VPN dan status gateway; force reconnect dari dashboard Palo Alto jika perlu
TKT-298,Jaringan gudang mengalami putus-putus,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-299,Karyawan tidak bisa akses server file dari gudang,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-300,Firewall memblokir akses ke server file,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-301,Jaringan area parkir mengalami sangat lambat,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-302,Karyawan tidak bisa akses server backup dari kantin,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-303,Koneksi ke server database sangat lambat,Network,Periksa status DNS server internal; flush cache dan test nslookup ke destination yang bermasalah
TKT-304,Firewall memblokir akses ke server backup,Network,Verifikasi konfigurasi VLAN dan subnet routing; pastikan traffic antar VLAN melewati firewall dengan benar
TKT-305,DNS tidak bisa resolve cloud storage,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-306,Jaringan kantor cabang mengalami putus-putus,Network,Lakukan speed test dari beberapa titik; identifikasi bottleneck dan escalasi ke tim Network
TKT-307,Firewall memblokir akses ke cloud storage,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-308,Firewall memblokir akses ke portal intranet,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-309,DNS tidak bisa resolve sistem monitoring,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-310,VPN GlobalProtect packet loss tinggi saat jam kerja sibuk,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-311,DNS tidak bisa resolve aplikasi web internal,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-312,Koneksi internet sangat lambat di gudang,Network,Verifikasi konfigurasi VPN dan status gateway; force reconnect dari dashboard Palo Alto jika perlu
TKT-313,DNS tidak bisa resolve aplikasi web internal,Network,Monitor log firewall untuk traffic yang diblokir; tambahkan rule exception jika traffic legitimate
TKT-314,Karyawan tidak bisa akses portal intranet dari area lobby,Network,Tingkatkan QoS priority untuk traffic video conference; atau jadwalkan penggunaan bandwidth besar di luar jam sibuk
TKT-315,Koneksi internet tidak stabil di kantin,Network,Restart access point di lokasi; periksa konfigurasi Wi-Fi controller untuk AP tersebut
TKT-316,Karyawan tidak bisa akses server backup dari kantor cabang,Network,Analisis utilisasi bandwidth pada waktu bermasalah; implementasi QoS untuk traffic prioritas tinggi
TKT-317,Jaringan kantin mengalami tidak terdeteksi,Network,Periksa koneksi fisik dan kabel; test dengan laptop lain di lokasi yang sama untuk isolasi masalah
TKT-318,DNS tidak bisa resolve NTP server,Network,Analisis utilisasi bandwidth pada waktu bermasalah; implementasi QoS untuk traffic prioritas tinggi
TKT-319,Koneksi kabel LAN timeout setelah perubahan konfigurasi,Network,Koordinasikan dengan ISP jika masalah ada di sisi provider; buka tiket gangguan jika diperlukan
TKT-320,Karyawan tidak bisa akses antivirus karena lisensi expired,Software,Deploy aplikasi via endpoint management (Intune/SCCM) dengan hak admin IT
TKT-321,software desain tidak bisa mencetak dokumen setelah migrasi laptop baru,Software,Verifikasi dan perbarui lisensi melalui portal Microsoft 365 Admin Center atau vendor terkait
TKT-322,Karyawan tidak bisa akses Outlook karena akun diblokir,Software,"Update driver terkait (GPU, audio, USB) yang mungkin mempengaruhi performa aplikasi"
TKT-323,Karyawan meminta instalasi Outlook untuk kebutuhan desain,Software,Tambahkan file atau proses ke whitelist antivirus; verifikasi keamanan file dari sumber terpercaya
TKT-324,aplikasi backup crash saat membuka file besar,Software,"Update driver terkait (GPU, audio, USB) yang mungkin mempengaruhi performa aplikasi"
TKT-325,Lisensi software akuntansi menampilkan error,Software,Periksa log error aplikasi; update driver atau komponen yang diperlukan
TKT-326,PowerPoint crash saat digunakan bersamaan dengan aplikasi lain,Software,Periksa setting proxy dan firewall untuk akses server aktivasi lisensi aplikasi
TKT-327,Update Microsoft Teams menyebabkan tidak merespons,Software,"Update driver terkait (GPU, audio, USB) yang mungkin mempengaruhi performa aplikasi"
TKT-328,Karyawan meminta instalasi Word untuk kebutuhan proyek,Software,Periksa kompatibilitas versi aplikasi dengan OS yang digunakan; update atau rollback jika perlu
TKT-329,Karyawan tidak bisa akses software desain karena akun diblokir,Software,Periksa setting proxy dan firewall untuk akses server aktivasi lisensi aplikasi
TKT-330,Karyawan tidak bisa export laporan menggunakan Outlook,Software,Tambahkan file atau proses ke whitelist antivirus; verifikasi keamanan file dari sumber terpercaya
TKT-331,Karyawan tidak bisa install menggunakan aplikasi backup,Software,"Update driver terkait (GPU, audio, USB) yang mungkin mempengaruhi performa aplikasi"
TKT-332,Aplikasi browser Chrome tidak merespons di laptop karyawan,Software,Periksa log error aplikasi; update driver atau komponen yang diperlukan
TKT-333,Error muncul saat menggunakan fitur track changes di Outlook,Software,Periksa kompatibilitas versi aplikasi dengan OS yang digunakan; update atau rollback jika perlu
TKT-334,Error muncul saat menggunakan fitur macro di browser Chrome,Software,Repair instalasi aplikasi melalui Control Panel atau via endpoint management
TKT-335,aplikasi backup tidak bisa mencetak dokumen setelah migrasi laptop baru,Software,Periksa kompatibilitas versi aplikasi dengan OS yang digunakan; update atau rollback jika perlu
TKT-336,antivirus tidak kompatibel dengan macOS,Software,Periksa setting proxy dan firewall untuk akses server aktivasi lisensi aplikasi
TKT-337,Aplikasi antivirus menampilkan error di laptop karyawan,Software,Periksa kompatibilitas versi aplikasi dengan OS yang digunakan; update atau rollback jika perlu
TKT-338,Error muncul saat menggunakan fitur track changes di antivirus,Software,Koordinasikan dengan vendor aplikasi untuk support teknis; eskalasi jika dalam SLA vendor
TKT-339,Lisensi antivirus tidak merespons,Software,"Update driver terkait (GPU, audio, USB) yang mungkin mempengaruhi performa aplikasi"
TKT-340,browser Edge crash saat digunakan bersamaan dengan aplikasi lain,Software,Deploy aplikasi via endpoint management (Intune/SCCM) dengan hak admin IT
TKT-341,Karyawan meminta instalasi browser Chrome untuk kebutuhan proyek,Software,Repair instalasi aplikasi melalui Control Panel atau via endpoint management
TKT-342,browser Edge tidak bisa join meeting setelah update sistem operasi,Software,"Update driver terkait (GPU, audio, USB) yang mungkin mempengaruhi performa aplikasi"
TKT-343,Outlook tidak kompatibel dengan Windows 11,Software,Repair instalasi aplikasi melalui Control Panel atau via endpoint management
TKT-344,software desain tidak kompatibel dengan Windows 11,Software,Tambahkan file atau proses ke whitelist antivirus; verifikasi keamanan file dari sumber terpercaya
TKT-345,aplikasi mobile perusahaan tidak kompatibel dengan Windows 11,Software,Arahkan karyawan buat tiket permohonan software di ITSM dengan approval atasan; biaya dibebankan ke cost center
TKT-346,Lisensi aplikasi backup expired,Software,Periksa kompatibilitas versi aplikasi dengan OS yang digunakan; update atau rollback jika perlu
TKT-347,Aplikasi software analitik menampilkan error di laptop karyawan,Software,Verifikasi dan perbarui lisensi melalui portal Microsoft 365 Admin Center atau vendor terkait
TKT-348,software analitik tidak bisa share screen setelah update sistem operasi,Software,"Update driver terkait (GPU, audio, USB) yang mungkin mempengaruhi performa aplikasi"
TKT-349,Error muncul saat menggunakan fitur track changes di aplikasi laporan,Software,Uninstall dan reinstall aplikasi; pastikan versi terbaru digunakan dan kompatibel dengan OS
TKT-350,Karyawan tidak bisa akses Outlook karena akun diblokir,Software,Repair instalasi aplikasi melalui Control Panel atau via endpoint management
